2025-12-17,1,General,3,0
2025-12-17,1,General,6,0
2025-12-17,2,Maths,4,0
2025-12-17,1,General,3,0
2025-12-17,1,General,3,0
2025-12-17,1,General,3,280
2025-12-17,1,General,3,0
